user_id,date,revenue_usd,ad_impressions,ad_revenue_usd
U00987,2024-11-21,0.0,0,0.0
U01076,2024-11-20,1.9,122,1.9
U01454,2024-12-24,0.0,0,0.0
U01701,2024-07-12,0.0,0,0.0
U00931,2024-11-02,8.16,395,8.16
U00213,2023-02-21,0.0,0,0.0
U01342,2024-05-18,9.49,0,0.0
U00766,2023-12-14,0.0,0,0.0
U00959,2023-06-08,0.0,0,0.0
U01516,2023-07-30,14.14,746,4.65
U00576,2023-08-26,6.96,374,6.96
U00253,2023-12-25,0.0,0,0.0
U01401,2024-03-26,0.0,0,0.0
U01969,2024-05-29,10.38,307,10.38
U00513,2024-08-31,5.47,354,5.47
U01647,2023-08-10,27.56,1111,27.56
U01062,2024-06-25,0.19,22,0.19
U01234,2024-08-06,0.0,0,0.0
U00882,2023-09-05,9.99,0,0.0
U00526,2024-03-30,0.0,0,0.0
U00570,2023-05-24,0.0,0,0.0
U01012,2023-07-01,0.0,0,0.0
U01507,2023-09-01,5.85,327,5.85
U00369,2024-06-07,18.97,582,18.97
U00258,2023-04-02,13.99,0,0.0
U00222,2024-09-25,0.0,0,0.0
U01441,2023-11-14,0.0,0,0.0
U01327,2024-07-06,2.39,76,2.39
U00331,2023-06-15,20.89,276,7.4
U00630,2024-03-03,0.0,0,0.0
U01578,2023-06-27,25.63,746,8.14
U01944,2024-10-01,0.0,0,0.0
U00213,2023-05-07,0.0,0,0.0
U00939,2023-11-25,10.49,0,0.0
U01378,2023-08-05,0.0,0,0.0
U00101,2024-12-07,0.0,0,0.0
U01052,2024-07-22,0.0,0,0.0
U00861,2024-02-04,0.0,0,0.0
U00333,2024-04-15,4.82,325,4.82
U01422,2024-01-13,26.99,1876,26.99
U01750,2024-07-12,0.0,0,0.0
U00650,2023-03-12,0.0,0,0.0
U00049,2024-06-17,7.23,262,7.23
,2024-06-14,0.0,0,0.0
U01231,2024-10-23,1.93,88,1.93
U01445,2023-02-05,14.02,940,14.02
U01656,2023-02-11,14.49,0,0.0
U00406,2023-03-12,0.0,0,0.0
U01031,2023-12-12,0.0,0,0.0
U00240,2023-01-10,6.74,503,6.74
U01483,2023-12-28,33.73,2152,33.73
U01058,2024-03-08,0.0,0,0.0
U01811,2023-03-22,0.0,0,0.0
U01323,2023-04-08,86.04,5253,86.04
U00022,2024-06-14,0.99,39,0.99
U01373,2024-07-07,0.0,0,0.0
U01300,2024-04-28,10.49,0,0.0
,2023-08-09,3.76,854,3.76
U00442,2024-05-09,0.0,0,0.0
U00281,2024-05-24,0.25,82,0.25
U00822,2023-09-20,39.46,1222,39.46
U00256,2023-12-15,0.0,0,0.0
U00085,2023-11-11,1.72,115,1.72
U00988,2023-02-28,15.49,0,0.0
U01829,2024-07-26,0.0,0,0.0
U01642,2024-07-27,0.0,0,0.0
U01860,2023-07-05,0.0,0,0.0
U01888,2023-02-01,18.99,0,0.0
U00383,2024-10-27,0.0,0,0.0
U00021,2023-07-30,4.55,630,4.55
U00653,2024-11-09,0.0,0,0.0
U00036,2024-08-27,0.0,0,0.0
U00769,2024-03-15,0.31,122,0.31
U00337,2023-08-23,0.0,0,0.0
U01625,2024-03-10,33.64,1483,33.64
U01429,2023-08-07,0.0,0,0.0
U01624,2023-03-11,0.0,0,0.0
U01093,2024-06-26,0.0,0,0.0
U01813,2024-12-16,17.99,0,0.0
U00449,2024-10-24,1.8,67,1.8
U01294,2023-08-13,1.83,114,1.83
U00061,2023-05-15,14.1,490,14.1
U01514,2024-04-30,9.49,0,0.0
U00278,2024-07-02,13.99,0,0.0
U00394,2024-11-23,0.0,0,0.0
U00089,2024-05-09,50.14,1775,50.14
U01660,2024-10-20,15.01,210,1.52
U00512,2024-11-21,0.0,0,0.0
U01405,2024-09-13,0.0,0,0.0
U00213,2023-07-10,0.0,0,0.0
U01919,2023-09-01,18.66,116,0.67
U00527,2024-07-08,8.49,0,0.0
U00432,2023-09-30,0.0,0,0.0
U00903,2024-08-24,2.85,106,2.85
U00282,2023-04-27,4.1,194,4.1
U00335,2024-09-03,9.49,0,0.0
U01103,2024-11-19,9.64,87,0.15
U01245,2024-09-23,0.33,54,0.33
U01121,2024-11-23,0.0,0,0.0
U01569,2024-02-25,21.68,1064,21.68
U01689,2023-06-06,0.0,0,0.0
U00921,2024-05-12,46.67,2589,46.67
U01284,2023-06-15,13.46,651,13.46
U00949,2022-06-17,34.62,1099,15.63
U00862,2023-05-12,0.0,0,0.0
U01067,2024-06-07,200.8,5505,200.8
U00981,2024-02-20,0.0,0,0.0
U01975,2024-09-20,19.49,0,0.0
U01180,2024-01-02,15.46,760,15.46
U01928,2024-07-07,0.0,0,0.0
U00754,2022-07-29,3.74,151,3.74
U01221,2023-04-27,0.0,0,0.0
U01870,2023-11-11,0.0,0,0.0
U01684,2024-05-26,1.41,79,1.41
U00756,2024-01-18,0.0,0,0.0
U00581,2024-03-21,0.0,0,0.0
U00300,2024-03-06,10.49,0,0.0
U01658,2023-04-07,0.0,0,0.0
U00953,2024-05-27,0.0,0,0.0
U00225,2023-06-11,2.84,1778,2.84
U00670,2023-02-07,0.0,0,0.0
U01061,2024-12-14,0.0,0,0.0
U00006,2023-04-18,19.06,2070,19.06
U01913,2023-11-18,0.0,0,0.0
U00248,2024-11-18,0.0,0,0.0
U00655,2023-09-10,0.0,0,0.0
U01158,2023-10-21,0.0,0,0.0
U01021,2023-08-01,3.17,139,3.17
U00147,2024-05-09,0.0,0,0.0
U00287,2023-12-21,0.0,0,0.0
U01107,2024-07-06,0.0,0,0.0
U00294,2024-01-02,2.85,313,2.85
U00757,2023-03-16,0.0,0,0.0
U00860,2024-10-05,0.0,0,0.0
U01631,2023-03-06,33.64,2978,33.64
U01936,2023-09-23,46.65,2076,28.16
U01031,2024-02-07,0.0,0,0.0
U01568,2024-03-11,14.0,527,14.0
U00083,2023-04-11,51.88,0,51.88
U00576,2024-11-17,0.0,0,0.0
U00625,2024-07-20,0.0,0,0.0
U00254,2024-07-20,11.05,782,11.05
U01971,2023-02-20,8.05,1267,8.05
U01265,2024-10-11,18.12,460,8.63
U01238,2024-02-12,21.73,628,21.73
U01018,2024-11-03,10.82,381,10.82
U00077,2023-12-31,0.0,0,0.0
U00148,2023-01-30,16.81,402,1.82
U01444,2024-06-08,0.0,0,0.0
U00127,2024-11-22,70.48,3587,70.48
U00875,2024-02-10,0.0,0,0.0
U01469,2024-09-05,0.0,0,0.0
U01636,2024-04-06,22.57,326,9.08
U01534,2023-08-04,1.14,188,1.14
U00734,2023-02-26,0.0,0,0.0
U00593,2024-12-25,0.0,0,0.0
U00402,2024-07-14,11.02,327,11.02
U00818,2024-12-28,0.0,0,0.0
U00594,2023-01-02,0.0,0,0.0
U01521,2024-01-14,0.0,0,0.0
U01149,2024-07-19,4.45,234,4.45
U01011,2024-03-24,0.0,0,0.0
U01650,2023-04-04,44.93,1158,26.44
U00338,2023-04-01,3.11,119,3.11
U01409,2023-11-20,1.96,67,1.96
U00076,2023-04-03,0.0,0,0.0
U01442,2023-03-01,15.08,99,1.59
U00662,2023-08-22,0.0,0,0.0
U00795,2024-12-25,24.78,946,10.29
U01091,2023-11-08,0.0,0,0.0
U01852,2023-07-20,17.99,0,0.0
U00430,2023-07-17,3.81,221,3.81
U01275,2023-10-24,28.08,1830,19.59
U00563,2024-07-07,6.05,377,6.05
U01799,2024-05-19,0.0,0,0.0
U00326,2023-03-05,0.0,0,0.0
U00810,2023-03-22,0.0,0,0.0
U00817,2024-03-28,49.54,4910,49.54
U00986,2024-10-27,11.88,411,11.88
U00339,2024-01-28,13.41,616,13.41
U01806,2023-07-07,8.17,223,8.17
U01190,2023-02-16,0.0,0,0.0
U01432,2024-08-11,0.0,0,0.0
U01175,2024-03-23,10.99,709,10.99
U01957,2023-12-22,9.18,39,0.19
U01875,2023-10-10,9.63,624,9.63
U01094,2024-09-13,21.22,479,6.73
U00694,2023-08-24,0.0,0,0.0
U00819,2023-05-14,0.0,0,0.0
U01965,2024-07-22,4.62,295,4.62
U01694,2024-08-19,17.09,908,17.09
U00590,2023-08-23,0.0,0,0.0
U00624,2024-11-09,6.97,170,6.97
U00868,2024-12-14,0.0,0,0.0
U01810,2024-01-16,0.0,0,0.0
U01713,2023-06-15,13.99,0,0.0
U00320,2024-07-22,0.1,24,0.1
U01912,2024-09-23,14.49,0,0.0
U00366,2024-08-20,0.0,0,0.0
U00219,2024-06-04,18.99,0,0.0
U00730,2024-02-05,1.49,448,1.49
U01269,2024-12-13,0.54,87,0.54
U00790,2024-02-29,137.29,4824,137.29
U00555,2024-10-28,3.28,288,3.28
U01658,2024-05-21,0.0,0,0.0
U00255,2024-08-17,18.49,0,0.0
U00832,2023-09-19,0.0,0,0.0
U01309,2024-07-05,0.0,0,0.0
U00474,2023-05-24,10.04,1189,10.04
U00048,2023-07-07,1.08,134,1.08
U01313,2024-01-22,0.0,0,0.0
U01606,2024-07-14,0.0,0,0.0
U00249,2024-06-03,0.0,0,0.0
U01994,2024-01-11,53.85,1965,53.85
U00701,2023-08-16,0.0,0,0.0
U00190,2024-03-10,0.0,0,0.0
U00780,2024-06-08,11.49,0,0.0
U01663,2024-10-13,12.49,0,0.0
U01686,2024-07-19,0.0,0,0.0
U00641,2024-01-20,0.0,0,0.0
U00228,2023-12-23,0.0,0,0.0
U01367,2023-01-04,0.0,0,0.0
U00128,2023-02-13,0.0,0,0.0
U00818,2023-12-31,6.4,531,6.4
U00902,2024-03-11,0.0,0,0.0
U00264,2024-03-11,0.0,0,0.0
U00292,2024-11-20,0.0,0,0.0
U00247,2023-04-04,0.0,0,0.0
U00487,2024-05-06,0.0,0,0.0
U00289,2023-04-25,0.0,0,0.0
U00065,2023-09-22,18.99,0,0.0
U01033,2023-07-08,0.72,259,0.72
U01994,2023-05-15,3.48,301,3.48
U00578,2023-09-17,0.0,0,0.0
U01433,2024-12-24,0.0,0,0.0
U01135,2023-03-15,0.0,0,0.0
U01090,2023-05-02,0.0,0,0.0
U01536,2023-03-09,13.49,0,0.0
U01919,2024-08-06,0.0,0,0.0
U00539,2024-05-19,21.01,1177,21.01
U00647,2024-07-18,0.0,0,0.0
U00466,2024-08-21,14.49,0,0.0
U01960,2024-03-07,13.49,0,0.0
U00889,2024-10-05,0.0,0,0.0
U00266,2023-01-24,0.61,118,0.61
U01111,2024-03-03,0.0,0,0.0
U00149,2023-05-07,0.0,0,0.0
U01966,2024-08-09,0.0,0,0.0
U00609,2023-05-09,2.93,142,2.93
U01846,2023-11-12,0.0,0,0.0
U01680,2024-01-11,10.49,0,0.0
U00487,2024-03-20,0.0,0,0.0
U00674,2024-03-30,1.0,168,1.0
U01345,2023-02-16,10.78,762,10.78
U01334,2024-04-22,0.0,0,0.0
U00555,2023-11-14,0.0,0,0.0
U01813,2024-06-01,0.0,0,0.0
U00216,2023-11-12,2.03,83,2.03
U01378,2023-11-16,8.49,0,0.0
U00510,2024-07-19,12.37,469,12.37
U00010,2023-01-16,34.1,1959,34.1
U00414,2023-04-26,0.0,0,0.0
U01247,2024-02-25,0.0,0,0.0
U00492,2023-12-01,2.67,262,2.67
U00541,2023-10-08,0.0,0,0.0
U00127,2024-12-08,13.59,37,0.6
U01324,2024-07-12,0.0,0,0.0
U01639,2024-10-17,0.0,0,0.0
U01921,2023-06-07,0.0,0,0.0
U00444,2024-03-02,9.91,1772,9.91
U00129,2023-06-17,0.0,0,0.0
U01916,2024-10-05,0.0,0,0.0
U00595,2022-08-22,0.0,0,0.0
U01093,2024-05-17,0.0,0,0.0
U01839,2023-10-08,17.99,0,0.0
U00727,2023-12-23,61.8,2601,61.8
U00868,2023-02-19,0.0,0,0.0
U01207,2023-11-15,0.0,0,0.0
U01130,2023-08-27,0.14,28,0.14
U00623,2023-11-09,3.23,360,3.23
U00806,2024-08-11,13.99,0,0.0
U01813,2024-10-03,0.0,0,0.0
U00935,2024-06-03,2.04,170,2.04
U01743,2024-02-16,0.0,0,0.0
U00483,2023-04-14,27.46,946,8.97
U00337,2023-03-26,5.14,1495,5.14
U00395,2024-08-19,0.0,0,0.0
U00806,2024-07-11,0.0,0,0.0
U00650,2023-01-01,0.0,0,0.0
U01825,2024-10-05,0.0,0,0.0
U01147,2023-01-11,0.0,0,0.0
U00434,2023-05-27,17.49,0,0.0
U00639,2024-06-14,9.99,0,0.0
U00894,2024-08-01,0.0,0,0.0
U01720,2024-01-02,0.0,0,0.0
U00654,2023-01-08,3.04,146,3.04
U00232,2024-10-08,0.0,0,0.0
U00244,2024-08-10,9.99,0,0.0
U00439,2024-08-04,0.0,0,0.0
U01022,2024-04-06,0.0,0,0.0
U00458,2024-10-16,29.52,401,11.03
U00937,2023-01-17,0.61,48,0.61
U01604,2023-12-14,11.84,1599,11.84
U01024,2023-02-06,9.49,0,0.0
U00237,2024-09-21,0.0,0,0.0
U00412,2023-07-11,16.49,0,0.0
U01357,2024-01-14,6.78,187,6.78
U01694,2024-02-09,0.0,0,0.0
U00730,2024-08-26,0.0,0,0.0
U01706,2023-02-17,17.99,0,0.0
U00543,2024-02-14,2.86,135,2.86
U00195,2024-05-05,64.05,4336,64.05
U00641,2024-02-02,7.45,653,7.45
U00620,2024-08-06,0.0,0,0.0
U01765,2024-07-23,2.09,127,2.09
U00944,2023-11-20,0.0,0,0.0
U00519,2024-12-14,0.0,0,0.0
U01092,2024-07-08,9.55,1651,9.55
U01151,2024-07-01,0.0,0,0.0
U01330,2024-08-16,0.0,0,0.0
U01581,2023-12-04,9.31,336,9.31
U01805,2024-08-06,11.49,0,0.0
U00996,2024-09-19,0.0,0,0.0
U00757,2024-12-30,10.49,0,0.0
U00384,2024-03-26,3.99,795,3.99
U00919,2023-06-24,9.75,393,9.75
U00331,2023-05-08,13.49,0,0.0
U01312,2023-01-29,0.0,0,0.0
U00758,2024-01-23,0.0,0,0.0
U01106,2024-09-13,0.0,0,0.0
U00173,2024-10-14,12.4,131,2.91
U01325,2024-09-09,18.74,3117,18.74
U01089,2024-08-07,9.37,795,9.37
U00370,2024-07-02,17.15,366,2.66
U01405,2023-01-28,3.48,422,3.48
U01798,2024-03-19,0.0,0,0.0
U01579,2024-11-21,22.18,695,22.18
U01390,2024-11-22,0.0,0,0.0
U00648,2024-02-04,0.0,0,0.0
U01398,2023-07-02,0.0,0,0.0
U01972,2023-08-01,21.51,478,2.02
U01553,2024-01-27,2.74,122,2.74
U01776,2023-07-30,0.0,0,0.0
U00550,2024-04-06,15.79,782,15.79
U01194,2023-05-01,0.0,0,0.0
U01272,2024-06-06,9.36,393,9.36
U00228,2024-06-24,0.0,0,0.0
U01571,2024-06-21,0.0,0,0.0
U00425,2023-12-05,0.0,0,0.0
U01769,2024-01-17,1.32,148,1.32
U00603,2024-07-15,0.0,0,0.0
U01132,2023-08-25,27.65,744,9.66
U00214,2024-02-25,14.49,0,0.0
U00216,2023-12-08,17.49,0,0.0
U01310,2024-11-03,43.8,1082,43.8
U01116,2023-11-14,8.45,390,8.45
U01574,2024-12-26,5.94,262,5.94
U00627,2024-06-15,37.64,4392,37.64
U00081,2023-05-17,0.0,0,0.0
U01877,2024-04-23,9.66,892,9.66
U01115,2023-11-15,0.0,0,0.0
U00843,2023-09-27,0.0,0,0.0
U01360,2023-02-16,0.0,0,0.0
U00896,2024-10-24,12.49,0,0.0
U01641,2024-01-04,0.0,0,0.0
U00705,2024-09-12,7.23,573,7.23
U00490,2023-08-11,0.0,0,0.0
U00255,2024-06-06,0.0,0,0.0
U01191,2024-11-01,12.22,521,3.73
U01003,2023-07-28,0.0,0,0.0
U01447,2024-09-22,4.21,721,4.21
U00494,2023-09-22,5.13,215,5.13
U00490,2023-11-03,0.0,0,0.0
U00410,2023-09-03,46.78,3568,46.78
U01766,2023-12-10,13.41,505,13.41
U00029,2023-04-14,0.0,0,0.0
U01800,2023-11-28,0.0,0,0.0
U00024,2024-01-01,3.14,609,3.14
U01191,2023-11-03,18.94,1172,18.94
U00528,2023-10-07,0.0,0,0.0
U00345,2024-06-09,0.0,0,0.0
U01254,2023-08-03,343.38,20695,343.38
U01228,2023-03-11,13.99,0,0.0
U01339,2024-08-23,0.0,0,0.0
U01580,2024-04-09,0.0,0,0.0
U01565,2024-01-31,0.0,0,0.0
U01320,2023-05-05,0.0,0,0.0
U00487,2024-01-26,1.27,99,1.27
U00605,2023-03-21,0.0,0,0.0
U01441,2023-12-13,0.0,0,0.0
U01962,2024-03-31,0.0,0,0.0
U00604,2023-07-30,54.94,1908,45.45
U00367,2024-01-23,25.78,990,25.78
U01694,2024-01-06,16.5,1067,16.5
U01909,2024-03-24,0.0,0,0.0
U00069,2023-09-29,0.0,0,0.0
U01392,2023-01-03,19.36,773,19.36
U01121,2024-10-29,12.4,495,12.4
U00780,2024-12-15,10.49,0,0.0
U00002,2024-09-18,10.49,0,0.0
U01080,2023-02-01,0.0,0,0.0
U01843,2023-05-31,0.0,0,0.0
U01441,2023-08-27,6.21,903,6.21
U01260,2023-09-17,0.0,0,0.0
U00180,2024-08-16,0.0,0,0.0
U00197,2023-04-13,0.0,0,0.0
U00745,2024-08-09,1.49,61,1.49
U01489,2023-04-26,13.99,0,0.0
U01534,2023-02-17,0.0,0,0.0
U01935,2023-05-25,2.33,58,2.33
U00387,2023-12-06,0.0,0,0.0
U01447,2023-05-20,0.0,0,0.0
U01208,2023-11-05,12.49,0,0.0
U00856,2024-04-19,0.78,27,0.78
U00409,2023-06-25,4.4,495,4.4
U00748,2023-02-15,42.77,1007,42.77
U00591,2023-06-18,2.12,118,2.12
U00949,2023-04-08,0.0,0,0.0
U00264,2024-10-18,0.0,0,0.0
U01187,2024-07-31,12.38,685,12.38
U00857,2023-10-30,18.15,656,18.15
U01906,2024-05-30,0.0,0,0.0
U01283,2024-12-03,0.0,0,0.0
U01453,2023-07-18,15.78,77,1.29
U00032,2023-09-26,0.0,0,0.0
U01477,2023-05-14,0.0,0,0.0
U00329,2024-12-20,75.35,10210,75.35
U01776,2023-10-16,17.99,0,0.0
U00591,2023-12-11,0.0,0,0.0
U00406,2023-06-22,62.67,254,62.67
U00298,2023-07-07,0.0,0,0.0
U00815,2023-01-08,81.38,2384,81.38
U00464,2024-04-20,7.63,526,7.63
U00828,2024-12-08,5.44,724,5.44
U01319,2024-07-09,0.0,0,0.0
U01538,2024-08-12,0.0,0,0.0
U00226,2023-01-26,33.28,768,15.79
U01933,2023-12-25,0.0,0,0.0
U01632,2024-08-08,0.0,0,0.0
U01569,2024-08-25,37.93,2210,37.93
U01704,2024-09-28,0.0,0,0.0
U01822,2023-07-20,9.49,0,0.0
U00847,2024-08-25,0.0,0,0.0
U01382,2024-08-13,0.0,0,0.0
U00509,2023-01-31,0.0,0,0.0
U01228,2024-07-22,4.59,504,4.59
U01432,2023-10-24,5.07,464,5.07
U00814,2023-06-26,0.0,0,0.0
U01356,2023-09-18,1.73,67,1.73
U01174,2023-03-09,0.0,0,0.0
U00203,2023-12-03,2.06,143,2.06
U00360,2024-02-04,4.83,300,4.83
U01841,2023-09-24,0.12,64,0.12
U01727,2023-04-24,0.0,0,0.0
U01311,2024-05-17,82.54,3566,82.54
U00200,2023-04-26,0.0,0,0.0
U01657,2023-07-31,6.65,1259,6.65
U01038,2023-12-28,0.0,0,0.0
U00872,2023-11-07,27.98,1272,27.98
U01416,2024-08-01,0.23,71,0.23
U01660,2024-01-07,0.0,0,0.0
U01581,2023-10-13,12.49,0,0.0
U00233,2023-04-05,0.0,0,0.0
U00756,2023-04-08,0.0,0,0.0
U00626,2023-09-24,2.08,245,2.08
U00853,2024-07-03,10.69,94,1.7
U00559,2024-03-09,0.0,0,0.0
U00490,2023-06-05,0.0,0,0.0
U00130,2024-01-10,0.0,0,0.0
U01910,2024-08-13,0.0,0,0.0
U01231,2024-05-06,8.5,550,8.5
U01587,2024-03-22,0.0,0,0.0
U00871,2024-04-06,0.0,0,0.0
U01995,2023-01-20,0.0,0,0.0
U01416,2023-02-18,2.02,900,2.02
U01584,2024-07-13,1.75,112,1.75
U00962,2024-09-12,0.0,0,0.0
U00016,2023-10-06,2.08,360,2.08
U00819,2024-10-14,16.0,784,16.0
U00093,2024-10-13,0.0,0,0.0
U01158,2024-11-14,0.0,0,0.0
U00506,2023-06-13,0.0,0,0.0
U00627,2023-11-07,19.49,0,0.0
U00863,2024-07-15,14.49,0,0.0
U01695,2024-12-18,0.0,0,0.0
U00794,2024-08-18,0.0,0,0.0
U01054,2023-11-14,0.0,0,0.0
U00925,2024-04-11,5.06,1151,5.06
U01982,2024-12-23,0.77,65,0.77
U02000,2023-06-12,30.26,993,30.26
,2023-05-31,1.43,383,1.43
U01924,2023-04-16,1.51,155,1.51
U00947,2024-01-18,0.0,0,0.0
U01109,2023-12-04,0.0,0,0.0
U01904,2023-06-29,0.0,0,0.0
U00049,2023-06-18,16.04,135,1.55
U01847,2023-07-20,0.0,0,0.0
U00280,2023-04-11,2.78,149,2.78
U00117,2023-04-27,0.48,202,0.48
U01943,2024-02-18,11.58,442,1.59
U00712,2023-10-03,0.0,0,0.0
U00550,2024-06-25,0.0,0,0.0
U01525,2023-11-07,4.88,347,4.88
U00278,2023-05-04,6.73,832,6.73
U00349,2024-08-23,62.3,0,62.3
U01511,2024-08-21,0.0,0,0.0
U00966,2024-02-08,0.0,0,0.0
U00465,2023-06-29,3.23,1239,3.23
U01338,2023-12-28,0.0,0,0.0
U00610,2023-04-19,0.63,57,0.63
,2024-11-26,14.19,119,0.7
U01485,2024-09-02,17.49,0,0.0
U00985,2024-10-08,0.0,0,0.0
U00159,2024-10-25,0.0,0,0.0
U01546,2024-09-24,0.0,0,0.0
U01568,2023-06-20,15.1,472,6.11
U00945,2024-01-22,13.99,0,0.0
U01286,2024-06-07,0.0,0,0.0
U00015,2023-05-18,6.03,1815,6.03
U01175,2023-05-25,7.46,262,7.46
U01778,2023-09-19,11.91,190,1.42
U00272,2024-08-06,0.0,0,0.0
U00598,2024-03-26,4.32,244,4.32
U00137,2023-06-11,0.0,0,0.0
U00194,2023-03-21,0.0,0,0.0
U00198,2023-01-28,2.03,374,2.03
U00300,2023-07-01,0.34,35,0.34
U00450,2024-09-21,0.7,22,0.7
,2023-06-28,0.0,0,0.0
U01463,2024-07-11,0.0,0,0.0
U01734,2024-01-02,12.8,492,12.8
U01109,2024-10-02,1.58,464,1.58
U00530,2024-08-18,37.23,1559,37.23
U01341,2024-07-23,1.19,171,1.19
U00631,2024-06-26,10.28,911,10.28
U01487,2024-07-08,18.4,612,18.4
U01029,2024-11-18,0.0,0,0.0
U01037,2023-02-11,18.49,0,0.0
U00624,2023-01-06,14.49,0,0.0
U00415,2024-02-26,0.0,0,0.0
U01408,2024-06-22,0.0,0,0.0
U00438,2024-03-29,0.0,0,0.0
U01197,2023-08-31,0.0,0,0.0
U01161,2023-04-21,0.0,0,0.0
U00007,2024-05-23,0.0,0,0.0
U01005,2023-06-11,0.61,174,0.61
U00945,2023-07-14,0.0,0,0.0
U00451,2024-12-27,18.99,0,0.0
U00099,2024-11-27,0.0,0,0.0
U01715,2023-01-27,0.0,0,0.0
U01663,2023-06-08,9.68,446,9.68
U01739,2024-07-31,0.0,0,0.0
U00773,2023-12-13,6.89,313,6.89
U01917,2023-01-09,0.0,0,0.0
U01693,2023-07-27,1.39,96,1.39
U01740,2023-06-03,0.0,0,0.0
U00721,2023-05-29,0.0,0,0.0
U01716,2023-07-01,1.62,488,1.62
U01508,2024-11-19,0.0,0,0.0
U00888,2024-08-14,0.0,0,0.0
U00200,2023-06-02,18.49,0,0.0
U00415,2024-06-14,9.49,0,0.0
U00595,2023-04-07,9.49,0,0.0
U01927,2024-05-06,0.0,0,0.0
